HG00096	0.524833281418885
HG00097	0.740450051771972
HG00099	0.7690246541258
HG00100	0.00320711064321361
HG00101	0.999959897040246
HG00102	0.454647523948369
HG00103	0.877078409389809
HG00105	0.982802868251181
HG00106	0.816957472802316
HG00107	0.55474476129905
HG00108	0.110168727694751
HG00109	0.0158805933298063
HG00110	0.039386663346444
HG00111	0.625808849862058
HG00112	0.180313136159783
HG00113	0.928878109478655
HG00114	0.470334545123511
HG00115	0.275091331976458
HG00116	0.923629271669441
HG00117	2.39525052689484e-05
HG00118	0.829982117626811
HG00119	0.771900480593683
HG00120	0.392146726648528
HG00121	0.925371385992756
HG00122	0.892544423823492
HG00123	0.578640854052645
HG00125	0.961854741251833
HG00126	0.956537203188635
HG00127	0.0901228190645717
HG00128	0.329124405512577
HG00129	0.261925198244133
HG00130	0.234678765333707
HG00131	0.0939786133132989
HG00132	0.635204949243784
HG00133	0.0952856211864815
HG00136	0.783643137199546
HG00137	0.0956531368051494
HG00138	0.765630022950085
HG00139	0.381632452817905
HG00140	0.951131233423217
HG00141	0.176345605547167
HG00142	0.569195681388997
HG00143	0.155343881800347
HG00145	0.999860352350103
HG00146	NA
HG00148	0.764946602793249
HG00149	0.373712066567502
HG00150	0.129989679074843
HG00151	0.756971235615367
HG00155	0.619114704948309
HG00157	0.630108573324828
HG00158	0.413276689384174
HG00159	0.739453950428394
HG00160	0.124322522651721
HG00171	0.238049453579135
HG00173	0.612909158980882
HG00174	0.99976831246527
HG00176	0.933698973879208
HG00177	0.591353205007012
HG00178	0.679621093721236
HG00179	0.84269382319624
HG00180	0.0197933840112076
HG00181	0.386556111025151
HG00182	0.997716075669567
HG00183	0.182808027667415
HG00185	0.0708714777050891
HG00186	0.559082573825989
HG00187	0.0130332731057315
HG00188	0.133074130532577
HG00189	0.328162775691362
HG00190	0.456699888578747
HG00231	0.0195895443629437
HG00232	0.305598397566287
HG00233	0.673758944479504
HG00234	0.8788561565766
HG00235	0.727778863382583
HG00236	NA
HG00237	0.160647574223323
HG00238	0.385344667026571
HG00239	0.863051922267147
HG00240	0.0720608857179767
HG00242	0.975302183713067
HG00243	0.382961550123927
HG00244	0.895390575074455
HG00245	0.00481071439240714
HG00246	0.886095891587575
HG00250	0.983190222758943
HG00251	0.421488797859055
HG00252	0.19223276944069
HG00253	0.574698474219802
HG00254	0.0462359869841651
HG00255	0.0352357889740533
HG00256	0.993477375532042
HG00257	0.048143958564519
HG00258	0.000982864138504554
HG00259	0.56553942487253
HG00260	0.9780596167524
HG00261	0.128851147414501
HG00262	0.150177500510118
HG00263	0.000453772802078886
HG00264	0.443124493951296
HG00265	0.310383123157184
HG00266	NA
HG00267	0.877342513719007
HG00268	0.0302049589675831
HG00269	0.665642449248056
HG00271	0.991345884612304
HG00272	0.796324487938039
HG00273	0.000766580726815992
HG00274	0.190761773059008
HG00275	0.447803761936605
HG00276	0.000457388329598577
HG00277	0.619737068115834
HG00278	0.70173675768276
HG00280	0.684827112095221
HG00281	0.999356000477018
HG00282	0.0474873804030857
HG00284	0.293307512212164
HG00285	0.428071316515086
HG00288	0.985398870349228
HG00290	0.189105118799891
HG00304	0.531999260497181
HG00306	0.958158354436942
HG00308	0.795382228381523
HG00309	0.917780805222977
HG00310	0.502573717100758
HG00311	0.776044840427007
HG00313	NA
HG00315	0.149316125857301
HG00318	0.192617444542576
HG00319	0.22111311143236
HG00320	0.989606688861576
HG00321	0.160135551922814
HG00323	0.0681710036532789
HG00324	0.923566340837019
HG00325	0.511794038107896
HG00326	0.00270925379294796
HG00327	0.254524080657293
HG00328	0.763874919567815
HG00329	0.376195614488809
HG00330	0.986495129238757
HG00331	0.606053850146262
HG00332	0.816554469624081
HG00334	0.000121367026390939
HG00335	0.84848910286178
HG00336	0.811805600625472
HG00337	0.861818610143637
HG00338	0.994137186231484
HG00339	0.0170080173638424
HG00341	0.80215613556886
HG00342	0.730220628440037
HG00343	0.712608963043919
HG00344	0.414166076821292
HG00345	0.0256081430175491
HG00346	0.124888239261267
HG00349	0.237939634232009
