X5 X1 X3
GM_157 GM_157 -27.2441506964844
GM_160 GM_160 -138.6806033907
GM_162 GM_162 38.4576017389404
GM_165 GM_165 -143.202627204224
GM_170 GM_170 55.2600602742545
GM_175 GM_175 86.6971070375192
GM_179 GM_179 -112.959591771647
GM_182 GM_182 -56.2055397414595
GM_184 GM_184 101.835362460465
GM_185 GM_185 -78.866207559744
GM_186 GM_186 -41.233813014272
GM_188 GM_188 6.52311736471885
GM_190 GM_190 73.0469014673299
GM_191 GM_191 -116.654714447153
GM_192 GM_192 -7.05661581587543
GM_196 GM_196 10.4578110994023
GM_200 GM_200 10.7180589260469
GM_201 GM_201 141.969857291192
GM_204 GM_204 78.3233003268065
GM_205 GM_205 51.6268604877656
GM_206 GM_206 55.90926377171
GM_209 GM_209 -62.5016880456064
GM_215 GM_215 -80.0868222090562
GM_218 GM_218 -10.3912985539247
GM_220 GM_220 40.6174954754337
GM_223 GM_223 109.729501605121
GM_226 GM_226 -46.0205642457774
GM_227 GM_227 -45.1523854756449
GM_231 GM_231 -54.7692681316485
GM_233 GM_233 -48.192506965078
GM_236 GM_236 -100.175838586442
GM_240 GM_240 -79.4616406876387
GM_241 GM_241 -63.134005981201
GM_243 GM_243 60.2115882347759
GM_249 GM_249 103.90468629522
GM_255 GM_255 140.126337561207
GM_259 GM_259 -6.65515419198242
GM_263 GM_263 56.7862331828145
GM_264 GM_264 -18.3144217293895
GM_266 GM_266 -60.7786187121845
GM_271 GM_271 130.455366465982
GM_272 GM_272 78.6095382667694
GM_274 GM_274 93.7860135852301
GM_275 GM_275 -20.402460153439
GM_276 GM_276 -3.36132875588544
GM_277 GM_277 35.721906735794
GM_278 GM_278 -2.20780518342394
GM_279 GM_279 -92.0720428099898
GM_280 GM_280 142.110491666194
GM_281 GM_281 -63.1359061837491
GM_282 GM_282 -32.9777584897504
GM_283 GM_283 -13.0580464751869
GM_284 GM_284 -67.2157285354785
GM_285 GM_285 -30.6692467266302
GM_286 GM_286 47.1570692610646
GM_287 GM_287 -118.590099524522
GM_290 GM_290 -18.2034920760904
GM_273 GM_273 -30.8563366857123
GM_155 GM_155 -32.2283145036861
GM_158 GM_158 45.9538079361659
GM_163 GM_163 -18.5427036879225
GM_164 GM_164 -103.011591074067
GM_166 GM_166 24.7105841631521
GM_167 GM_167 68.6070656706311
GM_169 GM_169 -80.2725580305484
GM_171 GM_171 60.4126200756588
GM_172 GM_172 -56.2386195506614
GM_176 GM_176 123.733318786613
GM_180 GM_180 -175.068123008303
GM_181 GM_181 64.9689936564967
GM_183 GM_183 55.8052411471893
GM_189 GM_189 -76.7989929202414
GM_194 GM_194 56.1347141148076
GM_198 GM_198 -1.4485502001773
GM_203 GM_203 47.7020645946886
GM_207 GM_207 41.4324555996007
GM_213 GM_213 -123.203078867384
GM_216 GM_216 -22.031976993911
GM_219 GM_219 78.7125007740546
GM_221 GM_221 138.827923515439
GM_222 GM_222 190.32050684025
GM_224 GM_224 -30.0466639750904
GM_225 GM_225 -48.4243601275346
GM_228 GM_228 92.3257605034753
GM_229 GM_229 -66.7591905483806
GM_232 GM_232 41.8164517638128
GM_234 GM_234 11.0321726932403
GM_235 GM_235 152.25955476309
GM_239 GM_239 -90.2756100467257
GM_244 GM_244 -119.932983153428
GM_246 GM_246 -105.800004024174
GM_247 GM_247 -31.7823368003746
GM_248 GM_248 27.5567190898142
